Year,Year ending,Police Region,Local Government Area, Offence Count ," Rate per 100,000 population "
2021,December,4 Western, Greater Geelong," 20,010 "," 7,385.6 "
2021,December,4 Western, Hepburn, 556 ," 3,372.8 "
2021,December,4 Western, Hindmarsh, 452 ," 7,991.5 "
2021,December,4 Western, Horsham," 2,420 "," 11,876.7 "
2021,December,4 Western, Loddon, 538 ," 6,984.3 "
2021,December,4 Western, Macedon Ranges," 2,001 "," 3,878.0 "
2021,December,4 Western, Mildura," 6,591 "," 11,570.1 "
2021,December,4 Western, Moorabool," 2,120 "," 5,592.2 "
2021,December,4 Western, Mount Alexander, 930 ," 4,623.6 "
2021,December,4 Western, Moyne, 706 ," 4,081.9 "
2021,December,4 Western, Northern Grampians," 1,093 "," 9,195.7 "
2021,December,4 Western, Pyrenees, 455 ," 5,971.9 "
2021,December,4 Western, Queenscliffe, 87 ," 2,688.5 "
2021,December,4 Western, Southern Grampians," 1,035 "," 6,275.8 "
2021,December,4 Western, Surf Coast," 1,355 "," 3,599.1 "
2021,December,4 Western, Swan Hill," 2,482 "," 11,608.4 "
2021,December,4 Western, Warrnambool," 3,125 "," 8,819.5 "
2021,December,4 Western, West Wimmera, 214 ," 5,379.6 "
2021,December,4 Western, Yarriambiack, 375 ," 5,760.4 "
2021,December,4 Western,Total," 78,951 "," 7,534.9 "
2021,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities," 2,208 ",  
2021,December,Justice Institutions and Immigration Facilities,Total," 2,208 ",  
2021,December,Unincorporated Vic, Unincorporated Vic, 87 ,  
2021,December,Unincorporated Vic,Total, 87 ,  
2020,December,1 North West Metro, Banyule," 9,466 "," 7,265.1 "
2020,December,1 North West Metro, Brimbank," 20,219 "," 9,900.9 "
2020,December,1 North West Metro, Darebin," 15,716 "," 10,006.6 "
2020,December,1 North West Metro, Hobsons Bay," 5,831 "," 6,125.5 "
2020,December,1 North West Metro, Hume," 21,965 "," 9,015.2 "
2020,December,1 North West Metro, Maribyrnong," 9,158 "," 10,241.8 "
2020,December,1 North West Metro, Melbourne," 36,451 "," 21,367.7 "
2020,December,1 North West Metro, Melton," 14,343 "," 8,263.7 "
2020,December,1 North West Metro, Merri-bek," 13,782 "," 7,655.4 "
2020,December,1 North West Metro, Moonee Valley," 8,416 "," 6,638.0 "
2020,December,1 North West Metro, Nillumbik," 2,287 "," 3,555.5 "
2020,December,1 North West Metro, Whittlesea," 16,795 "," 7,269.3 "
2020,December,1 North West Metro, Wyndham," 18,258 "," 6,355.2 "
2020,December,1 North West Metro, Yarra," 14,223 "," 14,714.2 "
2020,December,1 North West Metro,Total," 206,910 "," 9,195.6 "
2020,December,2 Eastern, Alpine, 582 ," 4,458.4 "
2020,December,2 Eastern, Bass Coast," 2,899 "," 7,442.9 "
2020,December,2 Eastern, Baw Baw," 5,090 "," 9,129.6 "
2020,December,2 Eastern, Benalla," 1,408 "," 9,790.0 "
2020,December,2 Eastern, Boroondara," 8,025 "," 4,511.6 "
2020,December,2 Eastern, East Gippsland," 5,145 "," 10,747.0 "
2020,December,2 Eastern, Greater Shepparton," 9,152 "," 13,365.7 "
2020,December,2 Eastern, Indigo, 576 ," 3,365.5 "
2020,December,2 Eastern, Knox," 11,980 "," 7,338.8 "
2020,December,2 Eastern, Latrobe," 13,605 "," 17,734.7 "
2020,December,2 Eastern, Manningham," 4,814 "," 3,761.3 "
2020,December,2 Eastern, Mansfield, 512 ," 5,228.8 "
2020,December,2 Eastern, Maroondah," 8,010 "," 6,771.2 "
2020,December,2 Eastern, Mitchell," 5,334 "," 11,095.6 "
2020,December,2 Eastern, Moira," 2,270 "," 7,492.2 "
2020,December,2 Eastern, Monash," 12,772 "," 6,360.8 "
2020,December,2 Eastern, Murrindindi, 896 ," 6,024.7 "
2020,December,2 Eastern, South Gippsland," 1,745 "," 5,764.4 "
2020,December,2 Eastern, Strathbogie, 615 ," 5,511.7 "
2020,December,2 Eastern, Towong, 218 ," 3,533.2 "
2020,December,2 Eastern, Wangaratta," 3,083 "," 10,444.8 "
2020,December,2 Eastern, Wellington," 4,851 "," 10,754.9 "
2020,December,2 Eastern, Whitehorse," 9,360 "," 5,294.3 "
2020,December,2 Eastern, Wodonga," 3,566 "," 8,357.9 "
2020,December,2 Eastern, Yarra Ranges," 8,760 "," 5,513.7 "
2020,December,2 Eastern,Total," 125,268 "," 7,265.7 "
2020,December,3 Southern Metro, Bayside," 5,553 "," 5,287.7 "
2020,December,3 Southern Metro, Cardinia," 7,590 "," 6,514.7 "
2020,December,3 Southern Metro, Casey," 23,214 "," 6,378.0 "
2020,December,3 Southern Metro, Frankston," 14,781 "," 10,395.2 "
2020,December,3 Southern Metro, Glen Eira," 7,851 "," 5,076.4 "
2020,December,3 Southern Metro, Greater Dandenong," 19,340 "," 11,675.4 "
2020,December,3 Southern Metro, Kingston," 11,651 "," 7,139.3 "
2020,December,3 Southern Metro, Mornington Peninsula," 11,308 "," 6,644.5 "
2020,December,3 Southern Metro, Port Phillip," 13,579 "," 12,280.5 "
2020,December,3 Southern Metro, Stonnington," 11,638 "," 10,334.8 "
2020,December,3 Southern Metro,Total," 126,505 "," 7,884.1 "
2020,December,4 Western, Ararat," 1,560 "," 13,089.4 "
2020,December,4 Western, Ballarat," 9,748 "," 8,731.2 "
2020,December,4 Western, Buloke, 498 ," 8,089.7 "
2020,December,4 Western, Campaspe," 3,781 "," 9,851.7 "
2020,December,4 Western, Central Goldfields," 1,162 "," 8,734.2 "
2020,December,4 Western, Colac-Otway," 1,810 "," 8,126.1 "
2020,December,4 Western, Corangamite, 865 ," 5,370.0 "
2020,December,4 Western, Gannawarra, 961 ," 9,087.5 "
2020,December,4 Western, Glenelg," 1,679 "," 8,372.0 "
2020,December,4 Western, Golden Plains, 590 ," 2,421.4 "
2020,December,4 Western, Greater Bendigo," 11,063 "," 9,222.4 "
2020,December,4 Western, Greater Geelong," 22,963 "," 8,631.5 "
2020,December,4 Western, Hepburn, 712 ," 4,357.7 "
2020,December,4 Western, Hindmarsh, 590 ," 10,409.3 "
2020,December,4 Western, Horsham," 2,477 "," 12,151.1 "
2020,December,4 Western, Loddon, 532 ," 6,947.9 "
2020,December,4 Western, Macedon Ranges," 2,722 "," 5,348.4 "
2020,December,4 Western, Mildura," 6,570 "," 11,459.0 "
2020,December,4 Western, Moorabool," 2,686 "," 7,270.5 "
2020,December,4 Western, Mount Alexander, 959 ," 4,809.7 "
2020,December,4 Western, Moyne, 675 ," 3,949.4 "
2020,December,4 Western, Northern Grampians," 1,192 "," 10,097.4 "
2020,December,4 Western, Pyrenees, 515 ," 6,826.6 "
2020,December,4 Western, Queenscliffe, 122 ," 3,941.8 "
2020,December,4 Western, Southern Grampians," 1,159 "," 7,021.7 "
2020,December,4 Western, Surf Coast," 1,510 "," 4,214.7 "
2020,December,4 Western, Swan Hill," 2,491 "," 11,586.6 "
2020,December,4 Western, Warrnambool," 3,334 "," 9,413.3 "
2020,December,4 Western, West Wimmera, 169 ," 4,231.3 "
2020,December,4 Western, Yarriambiack, 505 ," 7,604.3 "
2020,December,4 Western,Total," 85,600 "," 8,267.7 "
2020,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities," 3,017 ",  
2020,December,Justice Institutions and Immigration Facilities,Total," 3,017 ",  
2020,December,Unincorporated Vic, Unincorporated Vic, 54 ,  
2020,December,Unincorporated Vic,Total, 54 ,  
2019,December,1 North West Metro, Banyule," 9,518 "," 7,287.5 "
2019,December,1 North West Metro, Brimbank," 19,778 "," 9,565.2 "
2019,December,1 North West Metro, Darebin," 14,530 "," 9,237.2 "
2019,December,1 North West Metro, Hobsons Bay," 6,224 "," 6,495.6 "
2019,December,1 North West Metro, Hume," 21,389 "," 9,087.4 "
2019,December,1 North West Metro, Maribyrnong," 8,923 "," 9,974.3 "
2019,December,1 North West Metro, Melbourne," 36,336 "," 21,506.7 "
2019,December,1 North West Metro, Melton," 12,591 "," 7,606.2 "
2019,December,1 North West Metro, Merri-bek," 14,360 "," 8,007.7 "
2019,December,1 North West Metro, Moonee Valley," 8,294 "," 6,561.4 "
2019,December,1 North West Metro, Nillumbik," 2,233 "," 3,463.9 "
2019,December,1 North West Metro, Whittlesea," 16,489 "," 7,293.7 "
2019,December,1 North West Metro, Wyndham," 16,770 "," 6,138.3 "
2019,December,1 North West Metro, Yarra," 13,489 "," 13,971.9 "
2019,December,1 North West Metro,Total," 200,924 "," 9,067.7 "
2019,December,2 Eastern, Alpine, 571 ," 4,425.0 "
2019,December,2 Eastern, Bass Coast," 2,500 "," 6,677.4 "
2019,December,2 Eastern, Baw Baw," 4,766 "," 8,818.3 "
2019,December,2 Eastern, Benalla," 1,308 "," 9,187.3 "
2019,December,2 Eastern, Boroondara," 8,145 "," 4,533.5 "
2019,December,2 Eastern, East Gippsland," 4,895 "," 10,313.1 "
2019,December,2 Eastern, Greater Shepparton," 8,839 "," 13,049.8 "
2019,December,2 Eastern, Indigo, 600 ," 3,555.3 "
2019,December,2 Eastern, Knox," 11,898 "," 7,285.6 "
2019,December,2 Eastern, Latrobe," 13,991 "," 18,379.9 "
2019,December,2 Eastern, Manningham," 5,129 "," 4,042.6 "
2019,December,2 Eastern, Mansfield, 471 ," 5,001.6 "
2019,December,2 Eastern, Maroondah," 8,176 "," 6,930.9 "
2019,December,2 Eastern, Mitchell," 4,820 "," 10,394.0 "
2019,December,2 Eastern, Moira," 2,540 "," 8,438.8 "
2019,December,2 Eastern, Monash," 11,706 "," 5,860.0 "
2019,December,2 Eastern, Murrindindi, 810 ," 5,496.4 "
2019,December,2 Eastern, South Gippsland," 1,726 "," 5,768.1 "
2019,December,2 Eastern, Strathbogie, 628 ," 5,757.8 "
2019,December,2 Eastern, Towong, 214 ," 3,484.2 "
2019,December,2 Eastern, Wangaratta," 2,519 "," 8,556.7 "
2019,December,2 Eastern, Wellington," 4,590 "," 10,274.0 "
2019,December,2 Eastern, Whitehorse," 9,212 "," 5,238.2 "
2019,December,2 Eastern, Wodonga," 3,745 "," 8,898.9 "
2019,December,2 Eastern, Yarra Ranges," 9,172 "," 5,777.8 "
2019,December,2 Eastern,Total," 122,971 "," 7,179.5 "
2019,December,3 Southern Metro, Bayside," 5,071 "," 4,823.6 "
2019,December,3 Southern Metro, Cardinia," 6,634 "," 5,923.1 "
2019,December,3 Southern Metro, Casey," 22,547 "," 6,405.3 "
2019,December,3 Southern Metro, Frankston," 14,921 "," 10,510.0 "
2019,December,3 Southern Metro, Glen Eira," 7,384 "," 4,796.8 "
2019,December,3 Southern Metro, Greater Dandenong," 18,891 "," 11,359.9 "
2019,December,3 Southern Metro, Kingston," 12,139 "," 7,439.1 "
2019,December,3 Southern Metro, Mornington Peninsula," 11,210 "," 6,649.1 "
2019,December,3 Southern Metro, Port Phillip," 12,558 "," 11,234.4 "
2019,December,3 Southern Metro, Stonnington," 11,746 "," 10,321.6 "
2019,December,3 Southern Metro,Total," 123,101 "," 7,748.6 "
2019,December,4 Western, Ararat," 1,262 "," 10,660.6 "
2019,December,4 Western, Ballarat," 11,735 "," 10,690.2 "
2019,December,4 Western, Buloke, 300 ," 4,865.4 "
2019,December,4 Western, Campaspe," 3,964 "," 10,396.6 "
2019,December,4 Western, Central Goldfields," 1,411 "," 10,570.1 "
2019,December,4 Western, Colac-Otway," 1,637 "," 7,428.4 "
2019,December,4 Western, Corangamite, 646 ," 3,994.8 "
2019,December,4 Western, Gannawarra, 829 ," 7,848.9 "
2019,December,4 Western, Glenelg," 1,674 "," 8,373.3 "
2019,December,4 Western, Golden Plains, 648 ," 2,721.5 "
2019,December,4 Western, Greater Bendigo," 11,450 "," 9,685.8 "
2019,December,4 Western, Greater Geelong," 21,704 "," 8,343.4 "
2019,December,4 Western, Hepburn, 867 ," 5,383.4 "
2019,December,4 Western, Hindmarsh, 330 ," 5,822.2 "
2019,December,4 Western, Horsham," 1,953 "," 9,668.3 "
2019,December,4 Western, Loddon, 476 ," 6,239.3 "
2019,December,4 Western, Macedon Ranges," 2,447 "," 4,878.2 "
2019,December,4 Western, Mildura," 7,424 "," 13,078.7 "
2019,December,4 Western, Moorabool," 2,125 "," 5,936.9 "
2019,December,4 Western, Mount Alexander," 1,230 "," 6,244.9 "
2019,December,4 Western, Moyne, 684 ," 4,024.2 "
2019,December,4 Western, Northern Grampians," 1,104 "," 9,430.3 "
2019,December,4 Western, Pyrenees, 654 ," 8,779.7 "
2019,December,4 Western, Queenscliffe, 116 ," 3,901.8 "
2019,December,4 Western, Southern Grampians," 1,215 "," 7,418.5 "
2019,December,4 Western, Surf Coast," 1,257 "," 3,674.0 "
2019,December,4 Western, Swan Hill," 2,625 "," 12,262.3 "
2019,December,4 Western, Warrnambool," 3,450 "," 9,827.9 "
2019,December,4 Western, West Wimmera, 168 ," 4,222.2 "
2019,December,4 Western, Yarriambiack, 475 ," 7,116.1 "
2019,December,4 Western,Total," 85,860 "," 8,425.3 "
2019,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities," 2,767 ",  
2019,December,Justice Institutions and Immigration Facilities,Total," 2,767 ",  
2019,December,Unincorporated Vic, Unincorporated Vic, 159 ,  
2019,December,Unincorporated Vic,Total, 159 ,  
2018,December,1 North West Metro, Banyule," 9,396 "," 7,247.5 "
2018,December,1 North West Metro, Brimbank," 19,026 "," 9,192.3 "
2018,December,1 North West Metro, Darebin," 15,244 "," 9,703.2 "
2018,December,1 North West Metro, Hobsons Bay," 6,237 "," 6,554.9 "
2018,December,1 North West Metro, Hume," 20,692 "," 9,175.0 "
2018,December,1 North West Metro, Maribyrnong," 8,461 "," 9,520.5 "
2018,December,1 North West Metro, Melbourne," 36,160 "," 22,134.8 "
2018,December,1 North West Metro, Melton," 10,672 "," 6,796.6 "
2018,December,1 North West Metro, Merri-bek," 14,544 "," 8,185.5 "
2018,December,1 North West Metro, Moonee Valley," 8,609 "," 6,860.5 "
2018,December,1 North West Metro, Nillumbik," 2,110 "," 3,269.2 "
2018,December,1 North West Metro, Whittlesea," 15,620 "," 7,080.7 "
2018,December,1 North West Metro, Wyndham," 14,456 "," 5,624.7 "
2018,December,1 North West Metro, Yarra," 13,680 "," 14,324.0 "
2018,December,1 North West Metro,Total," 194,907 "," 9,004.8 "
2018,December,2 Eastern, Alpine, 580 ," 4,523.5 "
2018,December,2 Eastern, Bass Coast," 2,211 "," 6,127.5 "
2018,December,2 Eastern, Baw Baw," 4,516 "," 8,610.6 "
2018,December,2 Eastern, Benalla," 1,191 "," 8,412.2 "
2018,December,2 Eastern, Boroondara," 6,958 "," 3,878.8 "
2018,December,2 Eastern, East Gippsland," 4,507 "," 9,613.7 "
2018,December,2 Eastern, Greater Shepparton," 8,749 "," 13,092.2 "
2018,December,2 Eastern, Indigo, 451 ," 2,714.7 "
2018,December,2 Eastern, Knox," 10,793 "," 6,643.5 "
2018,December,2 Eastern, Latrobe," 14,573 "," 19,280.0 "
2018,December,2 Eastern, Manningham," 4,359 "," 3,484.7 "
2018,December,2 Eastern, Mansfield, 480 ," 5,244.2 "
2018,December,2 Eastern, Maroondah," 8,099 "," 6,914.8 "
2018,December,2 Eastern, Mitchell," 4,316 "," 9,686.7 "
2018,December,2 Eastern, Moira," 2,115 "," 7,071.2 "
2018,December,2 Eastern, Monash," 10,303 "," 5,203.3 "
2018,December,2 Eastern, Murrindindi, 717 ," 4,924.1 "
2018,December,2 Eastern, South Gippsland," 1,447 "," 4,887.9 "
2018,December,2 Eastern, Strathbogie, 604 ," 5,627.0 "
2018,December,2 Eastern, Towong, 212 ," 3,475.4 "
2018,December,2 Eastern, Wangaratta," 2,387 "," 8,155.4 "
2018,December,2 Eastern, Wellington," 3,999 "," 9,040.8 "
2018,December,2 Eastern, Whitehorse," 8,206 "," 4,704.4 "
2018,December,2 Eastern, Wodonga," 3,207 "," 7,720.1 "
2018,December,2 Eastern, Yarra Ranges," 7,660 "," 4,853.7 "
2018,December,2 Eastern,Total," 112,640 "," 6,643.9 "
2018,December,3 Southern Metro, Bayside," 4,670 "," 4,463.6 "
2018,December,3 Southern Metro, Cardinia," 6,052 "," 5,659.0 "
2018,December,3 Southern Metro, Casey," 21,013 "," 6,215.3 "
2018,December,3 Southern Metro, Frankston," 14,887 "," 10,518.5 "
2018,December,3 Southern Metro, Glen Eira," 6,507 "," 4,270.0 "
2018,December,3 Southern Metro, Greater Dandenong," 18,267 "," 11,078.0 "
2018,December,3 Southern Metro, Kingston," 11,028 "," 6,820.7 "
2018,December,3 Southern Metro, Mornington Peninsula," 10,797 "," 6,482.2 "
2018,December,3 Southern Metro, Port Phillip," 13,102 "," 11,832.1 "
2018,December,3 Southern Metro, Stonnington," 10,769 "," 9,501.5 "
2018,December,3 Southern Metro,Total," 117,092 "," 7,502.1 "
2018,December,4 Western, Ararat," 1,349 "," 11,427.4 "
2018,December,4 Western, Ballarat," 10,852 "," 10,084.8 "
2018,December,4 Western, Buloke, 237 ," 3,814.0 "
2018,December,4 Western, Campaspe," 3,801 "," 10,016.3 "
2018,December,4 Western, Central Goldfields," 1,295 "," 9,714.9 "
2018,December,4 Western, Colac-Otway," 1,595 "," 7,308.8 "
2018,December,4 Western, Corangamite, 715 ," 4,405.2 "
2018,December,4 Western, Gannawarra, 750 ," 7,074.8 "
2018,December,4 Western, Glenelg," 1,343 "," 6,751.1 "
2018,December,4 Western, Golden Plains, 688 ," 2,966.7 "
2018,December,4 Western, Greater Bendigo," 10,549 "," 9,079.4 "
2018,December,4 Western, Greater Geelong," 20,766 "," 8,202.2 "
2018,December,4 Western, Hepburn, 740 ," 4,653.5 "
2018,December,4 Western, Hindmarsh, 352 ," 6,185.2 "
2018,December,4 Western, Horsham," 3,020 "," 15,051.8 "
2018,December,4 Western, Loddon, 490 ," 6,445.7 "
2018,December,4 Western, Macedon Ranges," 2,329 "," 4,723.9 "
2018,December,4 Western, Mildura," 7,325 "," 13,044.5 "
2018,December,4 Western, Moorabool," 2,440 "," 7,039.4 "
2018,December,4 Western, Mount Alexander, 887 ," 4,548.7 "
2018,December,4 Western, Moyne, 529 ," 3,130.7 "
2018,December,4 Western, Northern Grampians, 988 ," 8,492.4 "
2018,December,4 Western, Pyrenees, 501 ," 6,837.7 "
2018,December,4 Western, Queenscliffe, 303 ," 10,257.3 "
2018,December,4 Western, Southern Grampians," 1,562 "," 9,588.1 "
2018,December,4 Western, Surf Coast," 1,185 "," 3,618.3 "
2018,December,4 Western, Swan Hill," 2,525 "," 11,887.9 "
2018,December,4 Western, Warrnambool," 3,950 "," 11,343.1 "
2018,December,4 Western, West Wimmera, 166 ," 4,187.7 "
2018,December,4 Western, Yarriambiack, 503 ," 7,509.7 "
2018,December,4 Western,Total," 83,735 "," 8,361.3 "
2018,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities," 2,832 ",  
2018,December,Justice Institutions and Immigration Facilities,Total," 2,832 ",  
2018,December,Unincorporated Vic, Unincorporated Vic, 145 ,  
2018,December,Unincorporated Vic,Total, 145 ,  
2017,December,1 North West Metro, Banyule," 9,637 "," 7,490.3 "
2017,December,1 North West Metro, Brimbank," 17,120 "," 8,306.0 "
2017,December,1 North West Metro, Darebin," 14,799 "," 9,454.7 "
2017,December,1 North West Metro, Hobsons Bay," 6,077 "," 6,427.8 "
2017,December,1 North West Metro, Hume," 20,195 "," 9,338.8 "
2017,December,1 North West Metro, Maribyrnong," 8,017 "," 9,097.8 "
2017,December,1 North West Metro, Melbourne," 36,464 "," 23,381.0 "
2017,December,1 North West Metro, Melton," 10,636 "," 7,152.1 "
2017,December,1 North West Metro, Merri-bek," 12,742 "," 7,276.6 "
2017,December,1 North West Metro, Moonee Valley," 8,609 "," 6,924.8 "
2017,December,1 North West Metro, Nillumbik," 2,334 "," 3,623.4 "
2017,December,1 North West Metro, Whittlesea," 15,574 "," 7,263.1 "
2017,December,1 North West Metro, Wyndham," 14,221 "," 5,886.8 "
2017,December,1 North West Metro, Yarra," 13,268 "," 14,039.8 "
2017,December,1 North West Metro,Total," 189,693 "," 8,993.5 "
2017,December,2 Eastern, Alpine, 454 ," 3,578.5 "
2017,December,2 Eastern, Bass Coast," 2,574 "," 7,407.6 "
2017,December,2 Eastern, Baw Baw," 3,761 "," 7,391.5 "
2017,December,2 Eastern, Benalla," 1,293 "," 9,203.5 "
2017,December,2 Eastern, Boroondara," 7,336 "," 4,106.4 "
2017,December,2 Eastern, East Gippsland," 3,944 "," 8,533.3 "
2017,December,2 Eastern, Greater Shepparton," 8,044 "," 12,196.2 "
2017,December,2 Eastern, Indigo, 490 ," 2,989.6 "
2017,December,2 Eastern, Knox," 11,261 "," 6,971.7 "
2017,December,2 Eastern, Latrobe," 13,318 "," 17,736.5 "
2017,December,2 Eastern, Manningham," 4,887 "," 3,937.1 "
2017,December,2 Eastern, Mansfield, 664 ," 7,463.2 "
2017,December,2 Eastern, Maroondah," 8,287 "," 7,130.3 "
2017,December,2 Eastern, Mitchell," 4,403 "," 10,228.8 "
2017,December,2 Eastern, Moira," 1,927 "," 6,484.5 "
2017,December,2 Eastern, Monash," 11,089 "," 5,667.3 "
2017,December,2 Eastern, Murrindindi, 715 ," 5,003.5 "
2017,December,2 Eastern, South Gippsland," 1,442 "," 4,911.3 "
2017,December,2 Eastern, Strathbogie, 568 ," 5,393.1 "
2017,December,2 Eastern, Towong, 217 ," 3,578.5 "
2017,December,2 Eastern, Wangaratta," 2,344 "," 8,096.4 "
2017,December,2 Eastern, Wellington," 3,665 "," 8,353.8 "
2017,December,2 Eastern, Whitehorse," 8,290 "," 4,809.3 "
2017,December,2 Eastern, Wodonga," 3,297 "," 8,073.6 "
2017,December,2 Eastern, Yarra Ranges," 8,201 "," 5,233.7 "
2017,December,2 Eastern,Total," 112,471 "," 6,707.3 "
2017,December,3 Southern Metro, Bayside," 4,743 "," 4,575.3 "
2017,December,3 Southern Metro, Cardinia," 5,813 "," 5,684.6 "
2017,December,3 Southern Metro, Casey," 21,243 "," 6,537.4 "
2017,December,3 Southern Metro, Frankston," 14,263 "," 10,144.3 "
2017,December,3 Southern Metro, Glen Eira," 6,825 "," 4,528.8 "
2017,December,3 Southern Metro, Greater Dandenong," 18,064 "," 11,087.4 "
2017,December,3 Southern Metro, Kingston," 10,724 "," 6,696.6 "
2017,December,3 Southern Metro, Mornington Peninsula," 10,893 "," 6,634.5 "
2017,December,3 Southern Metro, Port Phillip," 12,511 "," 11,423.2 "
2017,December,3 Southern Metro, Stonnington," 9,895 "," 8,824.3 "
2017,December,3 Southern Metro,Total," 114,974 "," 7,509.3 "
2017,December,4 Western, Ararat," 1,255 "," 10,639.2 "
2017,December,4 Western, Ballarat," 11,556 "," 10,948.3 "
2017,December,4 Western, Buloke, 199 ," 3,198.8 "
2017,December,4 Western, Campaspe," 3,378 "," 8,936.7 "
2017,December,4 Western, Central Goldfields," 1,452 "," 11,000.0 "
2017,December,4 Western, Colac-Otway," 1,741 "," 8,062.1 "
2017,December,4 Western, Corangamite," 1,013 "," 6,222.7 "
2017,December,4 Western, Gannawarra, 569 ," 5,366.9 "
2017,December,4 Western, Glenelg," 1,639 "," 8,276.9 "
2017,December,4 Western, Golden Plains, 688 ," 3,042.5 "
2017,December,4 Western, Greater Bendigo," 9,703 "," 8,491.7 "
2017,December,4 Western, Greater Geelong," 22,941 "," 9,311.1 "
2017,December,4 Western, Hepburn, 886 ," 5,640.4 "
2017,December,4 Western, Hindmarsh, 385 ," 6,721.4 "
2017,December,4 Western, Horsham," 2,393 "," 11,978.8 "
2017,December,4 Western, Loddon, 346 ," 4,571.3 "
2017,December,4 Western, Macedon Ranges," 2,115 "," 4,368.5 "
2017,December,4 Western, Mildura," 6,468 "," 11,668.1 "
2017,December,4 Western, Moorabool," 2,144 "," 6,364.1 "
2017,December,4 Western, Mount Alexander," 1,027 "," 5,322.1 "
2017,December,4 Western, Moyne, 622 ," 3,707.0 "
2017,December,4 Western, Northern Grampians," 1,055 "," 9,101.9 "
2017,December,4 Western, Pyrenees, 527 ," 7,194.5 "
2017,December,4 Western, Queenscliffe, 133 ," 4,550.1 "
2017,December,4 Western, Southern Grampians," 1,277 "," 7,879.3 "
2017,December,4 Western, Surf Coast," 1,165 "," 3,692.0 "
2017,December,4 Western, Swan Hill," 2,412 "," 11,448.1 "
2017,December,4 Western, Warrnambool," 3,474 "," 10,063.7 "
2017,December,4 Western, West Wimmera, 188 ," 4,757.1 "
2017,December,4 Western, Yarriambiack, 478 ," 7,125.8 "
2017,December,4 Western,Total," 83,229 "," 8,453.5 "
2017,December,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities," 2,548 ",  
2017,December,Justice Institutions and Immigration Facilities,Total," 2,548 ",  
2017,December,Unincorporated Vic, Unincorporated Vic, 137 ,  
2017,December,Unincorporated Vic,Total, 137 ,  
2016,December,1 North West Metro, Banyule," 10,050 "," 7,885.6 "
2016,December,1 North West Metro, Brimbank," 19,127 "," 9,367.3 "
2016,December,1 North West Metro, Darebin," 16,853 "," 10,864.1 "
2016,December,1 North West Metro, Hobsons Bay," 6,701 "," 7,171.1 "
2016,December,1 North West Metro, Hume," 23,638 "," 11,417.1 "
2016,December,1 North West Metro, Maribyrnong," 9,141 "," 10,513.9 "
2016,December,1 North West Metro, Melbourne," 37,852 "," 25,909.0 "
2016,December,1 North West Metro, Melton," 12,047 "," 8,518.6 "
2016,December,1 North West Metro, Merri-bek," 14,864 "," 8,627.1 "
2016,December,1 North West Metro, Moonee Valley," 9,635 "," 7,841.6 "
2016,December,1 North West Metro, Nillumbik," 3,189 "," 4,969.3 "
2016,December,1 North West Metro, Whittlesea," 16,656 "," 8,044.1 "
2016,December,1 North West Metro, Wyndham," 15,373 "," 6,772.0 "
2016,December,1 North West Metro, Yarra," 14,003 "," 15,074.2 "
2016,December,1 North West Metro,Total," 209,129 "," 10,211.3 "
2016,December,2 Eastern, Alpine, 387 ," 3,076.8 "
2016,December,2 Eastern, Bass Coast," 2,948 "," 8,809.5 "
2016,December,2 Eastern, Baw Baw," 4,132 "," 8,382.0 "
2016,December,2 Eastern, Benalla," 1,605 "," 11,479.0 "
2016,December,2 Eastern, Boroondara," 8,420 "," 4,749.7 "
2016,December,2 Eastern, East Gippsland," 4,152 "," 9,105.3 "
2016,December,2 Eastern, Greater Shepparton," 8,391 "," 12,894.9 "
2016,December,2 Eastern, Indigo, 395 ," 2,443.6 "
2016,December,2 Eastern, Knox," 12,125 "," 7,561.4 "
2016,December,2 Eastern, Latrobe," 14,479 "," 19,403.1 "
2016,December,2 Eastern, Manningham," 5,002 "," 4,080.9 "
2016,December,2 Eastern, Mansfield, 618 ," 7,124.7 "
2016,December,2 Eastern, Maroondah," 9,203 "," 8,016.6 "
2016,December,2 Eastern, Mitchell," 4,713 "," 11,276.5 "
2016,December,2 Eastern, Moira," 1,944 "," 6,593.0 "
2016,December,2 Eastern, Monash," 12,512 "," 6,495.5 "
2016,December,2 Eastern, Murrindindi, 714 ," 5,081.1 "
2016,December,2 Eastern, South Gippsland," 1,507 "," 5,174.8 "
2016,December,2 Eastern, Strathbogie, 676 ," 6,527.0 "
2016,December,2 Eastern, Towong, 245 ," 4,052.3 "
2016,December,2 Eastern, Wangaratta," 2,594 "," 9,072.5 "
2016,December,2 Eastern, Wellington," 4,747 "," 10,905.1 "
2016,December,2 Eastern, Whitehorse," 7,983 "," 4,705.8 "
2016,December,2 Eastern, Wodonga," 3,311 "," 8,256.9 "
2016,December,2 Eastern, Yarra Ranges," 8,905 "," 5,736.8 "
2016,December,2 Eastern,Total," 121,708 "," 7,353.9 "
2016,December,3 Southern Metro, Bayside," 5,374 "," 5,221.9 "
2016,December,3 Southern Metro, Cardinia," 7,227 "," 7,406.8 "
2016,December,3 Southern Metro, Casey," 24,083 "," 7,699.4 "
