lga_name,year,median_rent,offence_count,independent_schools,total_schools,gp_clinics_per_1000,allied_health_per_1000,dental_sites_per_1000,pharmacies_per_1000,acsc_per_1000,address,suburb,latitude,longitude,straight_line_km,driving_km
ALPINE,1999,120.0,,,,,,,,,,,,,,
ALPINE,1999,125.0,,,,,,,,,,,,,,
ALPINE,1999,120.0,,,,,,,,,,,,,,
ALPINE,2000,128.0,,,,,,,,,,,,,,
ALPINE,2000,135.0,,,,,,,,,,,,,,
ALPINE,2000,128.0,,,,,,,,,,,,,,
ALPINE,2000,130.0,,,,,,,,,,,,,,
ALPINE,2001,125.0,,,,,,,,,,,,,,
ALPINE,2001,130.0,,,,,,,,,,,,,,
ALPINE,2001,135.0,,,,,,,,,,,,,,
ALPINE,2001,130.0,,,,,,,,,,,,,,
ALPINE,2002,130.0,,,,,,,,,,,,,,
ALPINE,2002,130.0,,,,,,,,,,,,,,
ALPINE,2002,135.0,,,,,,,,,,,,,,
ALPINE,2002,140.0,,,,,,,,,,,,,,
ALPINE,2003,143.0,,,,,,,,,,,,,,
ALPINE,2003,135.0,,,,,,,,,,,,,,
ALPINE,2003,143.0,,,,,,,,,,,,,,
ALPINE,2003,145.0,,,,,,,,,,,,,,
ALPINE,2004,150.0,,,,,,,,,,,,,,
ALPINE,2004,150.0,,,,,,,,,,,,,,
ALPINE,2004,160.0,,,,,,,,,,,,,,
ALPINE,2004,147.0,,,,,,,,,,,,,,
ALPINE,2005,160.0,,,,,,,,,,,,,,
ALPINE,2005,160.0,,,,,,,,,,,,,,
ALPINE,2005,170.0,,,,,,,,,,,,,,
ALPINE,2005,166.0,,,,,,,,,,,,,,
ALPINE,2006,165.0,,,,,,,,,,,,,,
ALPINE,2006,175.0,,,,,,,,,,,,,,
ALPINE,2006,180.0,,,,,,,,,,,,,,
ALPINE,2006,180.0,,,,,,,,,,,,,,
ALPINE,2007,190.0,,,,,,,,,,,,,,
ALPINE,2007,190.0,,,,,,,,,,,,,,
ALPINE,2007,188.0,,,,,,,,,,,,,,
ALPINE,2007,185.0,,,,,,,,,,,,,,
ALPINE,2008,190.0,,,,,,,,,,,,,,
ALPINE,2008,190.0,,,,,,,,,,,,,,
ALPINE,2008,200.0,,,,,,,,,,,,,,
ALPINE,2008,200.0,,,,,,,,,,,,,,
ALPINE,2009,200.0,,,,,,,,,,,,,,
ALPINE,2009,200.0,,,,,,,,,,,,,,
ALPINE,2009,200.0,,,,,,,,,,,,,,
ALPINE,2009,200.0,,,,,,,,,,,,,,
ALPINE,2010,210.0,,,,,,,,,,,,,,
ALPINE,2010,210.0,,,,,,,,,,,,,,
ALPINE,2010,200.0,,,,,,,,,,,,,,
ALPINE,2010,190.0,,,,,,,,,,,,,,
ALPINE,2011,230.0,,,,,,,,,,,,,,
ALPINE,2011,220.0,,,,,,,,,,,,,,
ALPINE,2011,220.0,,,,,,,,,,,,,,
ALPINE,2011,223.0,,,,,,,,,,,,,,
ALPINE,2012,210.0,,,,,,,,,,,,,,
ALPINE,2012,220.0,,,,,,,,,,,,,,
ALPINE,2012,240.0,,,,,,,,,,,,,,
ALPINE,2012,228.0,,,,,,,,,,,,,,
ALPINE,2013,250.0,,,,,,,,,,,,,,
ALPINE,2013,225.0,,,,,,,,,,,,,,
ALPINE,2013,230.0,,,,,,,,,,,,,,
ALPINE,2013,230.0,,,,,,,,,,,,,,
ALPINE,2014,250.0,,,,,,,,,,,,,,
ALPINE,2014,250.0,,,,,,,,,,,,,,
ALPINE,2014,240.0,,,,,,,,,,,,,,
ALPINE,2014,260.0,,,,,,,,,,,,,,
ALPINE,2015,240.0,,,,,,,,,,,,,,
ALPINE,2015,250.0,,,,,,,,,,,,,,
ALPINE,2015,260.0,,,,,,,,,,,,,,
ALPINE,2015,250.0,,,,,,,,,,,,,,
ALPINE,2016,265.0,387.0,,,,,,,,,,,,,
ALPINE,2016,250.0,387.0,,,,,,,,,,,,,
ALPINE,2016,270.0,387.0,,,,,,,,,,,,,
ALPINE,2016,268.0,387.0,,,,,,,,,,,,,
ALPINE,2017,263.0,454.0,,,,,,,,,,,,,
ALPINE,2017,290.0,454.0,,,,,,,,,,,,,
ALPINE,2017,270.0,454.0,,,,,,,,,,,,,
ALPINE,2017,270.0,454.0,,,,,,,,,,,,,
ALPINE,2018,285.0,580.0,,,,,,,,,,,,,
ALPINE,2018,300.0,580.0,,,,,,,,,,,,,
ALPINE,2018,288.0,580.0,,,,,,,,,,,,,
ALPINE,2018,288.0,580.0,,,,,,,,,,,,,
ALPINE,2019,290.0,571.0,,,,,,,,,,,,,
ALPINE,2019,310.0,571.0,,,,,,,,,,,,,
ALPINE,2019,310.0,571.0,,,,,,,,,,,,,
ALPINE,2019,340.0,571.0,,,,,,,,,,,,,
ALPINE,2020,318.0,582.0,,,,,,,,,,,,,
ALPINE,2020,320.0,582.0,,,,,,,,,,,,,
ALPINE,2020,320.0,582.0,,,,,,,,,,,,,
ALPINE,2020,350.0,582.0,,,,,,,,,,,,,
ALPINE,2021,350.0,552.0,,,,,,,,,,,,,
ALPINE,2021,390.0,552.0,,,,,,,,,,,,,
ALPINE,2021,383.0,552.0,,,,,,,,,,,,,
ALPINE,2021,350.0,552.0,,,,,,,,,,,,,
ALPINE,2022,370.0,459.0,,,,,,,,,,,,,
ALPINE,2022,420.0,459.0,,,,,,,,,,,,,
ALPINE,2022,450.0,459.0,,,,,,,,,,,,,
ALPINE,2022,420.0,459.0,,,,,,,,,,,,,
ALPINE,2023,420.0,521.0,,,,,,,,,,,,,
ALPINE,2023,440.0,521.0,,,,,,,,,,,,,
ALPINE,2023,420.0,521.0,,,,,,,,,,,,,
ALPINE,2023,423.0,521.0,,,,,,,,,,,,,
ALPINE,2024,420.0,414.0,,,,,,,,,,,,,
ALPINE,2024,450.0,414.0,,,,,,,,,,,,,
ALPINE,2024,450.0,414.0,,,,,,,,,,,,,
ALPINE,2024,450.0,414.0,,,,,,,,,,,,,
ALPINE,2025,475.0,555.0,,,,,,,,,,,,,
ALPINE,2025,455.0,555.0,,,,,,,,,,,,,
ALPINE,2025,450.0,555.0,,,,,,,,,,,,,
ARARAT,1999,110.0,,,,,,,,,,,,,,
ARARAT,1999,100.0,,,,,,,,,,,,,,
ARARAT,1999,105.0,,,,,,,,,,,,,,
ARARAT,2000,100.0,,,,,,,,,,,,,,
ARARAT,2000,100.0,,,,,,,,,,,,,,
ARARAT,2000,98.0,,,,,,,,,,,,,,
ARARAT,2000,100.0,,,,,,,,,,,,,,
ARARAT,2001,110.0,,,,,,,,,,,,,,
ARARAT,2001,108.0,,,,,,,,,,,,,,
ARARAT,2001,110.0,,,,,,,,,,,,,,
ARARAT,2001,110.0,,,,,,,,,,,,,,
ARARAT,2002,110.0,,,,,,,,,,,,,,
ARARAT,2002,120.0,,,,,,,,,,,,,,
ARARAT,2002,110.0,,,,,,,,,,,,,,
ARARAT,2002,113.0,,,,,,,,,,,,,,
ARARAT,2003,120.0,,,,,,,,,,,,,,
ARARAT,2003,120.0,,,,,,,,,,,,,,
ARARAT,2003,130.0,,,,,,,,,,,,,,
ARARAT,2003,120.0,,,,,,,,,,,,,,
ARARAT,2004,120.0,,,,,,,,,,,,,,
ARARAT,2004,120.0,,,,,,,,,,,,,,
ARARAT,2004,133.0,,,,,,,,,,,,,,
ARARAT,2004,130.0,,,,,,,,,,,,,,
ARARAT,2005,130.0,,,,,,,,,,,,,,
ARARAT,2005,140.0,,,,,,,,,,,,,,
ARARAT,2005,130.0,,,,,,,,,,,,,,
ARARAT,2005,140.0,,,,,,,,,,,,,,
ARARAT,2006,138.0,,,,,,,,,,,,,,
ARARAT,2006,135.0,,,,,,,,,,,,,,
ARARAT,2006,145.0,,,,,,,,,,,,,,
ARARAT,2006,140.0,,,,,,,,,,,,,,
ARARAT,2007,145.0,,,,,,,,,,,,,,
ARARAT,2007,145.0,,,,,,,,,,,,,,
ARARAT,2007,145.0,,,,,,,,,,,,,,
ARARAT,2007,160.0,,,,,,,,,,,,,,
ARARAT,2008,155.0,,,,,,,,,,,,,,
ARARAT,2008,150.0,,,,,,,,,,,,,,
ARARAT,2008,160.0,,,,,,,,,,,,,,
ARARAT,2008,155.0,,,,,,,,,,,,,,
ARARAT,2009,160.0,,,,,,,,,,,,,,
ARARAT,2009,160.0,,,,,,,,,,,,,,
ARARAT,2009,168.0,,,,,,,,,,,,,,
ARARAT,2009,170.0,,,,,,,,,,,,,,
ARARAT,2010,180.0,,,,,,,,,,,,,,
ARARAT,2010,180.0,,,,,,,,,,,,,,
ARARAT,2010,200.0,,,,,,,,,,,,,,
ARARAT,2010,170.0,,,,,,,,,,,,,,
ARARAT,2011,200.0,,,,,,,,,,,,,,
ARARAT,2011,213.0,,,,,,,,,,,,,,
ARARAT,2011,220.0,,,,,,,,,,,,,,
ARARAT,2011,210.0,,,,,,,,,,,,,,
ARARAT,2012,220.0,,,,,,,,,,,,,,
ARARAT,2012,210.0,,,,,,,,,,,,,,
ARARAT,2012,210.0,,,,,,,,,,,,,,
ARARAT,2012,220.0,,,,,,,,,,,,,,
ARARAT,2013,225.0,,,,,,,,,,,,,,
ARARAT,2013,250.0,,,,,,,,,,,,,,
ARARAT,2013,230.0,,,,,,,,,,,,,,
ARARAT,2013,220.0,,,,,,,,,,,,,,
ARARAT,2014,240.0,,,,,,,,,,,,,,
ARARAT,2014,230.0,,,,,,,,,,,,,,
ARARAT,2014,230.0,,,,,,,,,,,,,,
ARARAT,2014,240.0,,,,,,,,,,,,,,
ARARAT,2015,240.0,,,,,,,,,,,,,,
ARARAT,2015,233.0,,,,,,,,,,,,,,
ARARAT,2015,238.0,,,,,,,,,,,,,,
ARARAT,2015,250.0,,,,,,,,,,,,,,
ARARAT,2016,240.0,1177.0,,,,,,,,,,,,,
ARARAT,2016,235.0,1177.0,,,,,,,,,,,,,
ARARAT,2016,265.0,1177.0,,,,,,,,,,,,,
ARARAT,2016,240.0,1177.0,,,,,,,,,,,,,
ARARAT,2017,240.0,1255.0,,,,,,,,,,,,,
ARARAT,2017,240.0,1255.0,,,,,,,,,,,,,
ARARAT,2017,260.0,1255.0,,,,,,,,,,,,,
ARARAT,2017,240.0,1255.0,,,,,,,,,,,,,
ARARAT,2018,250.0,1349.0,,,,,,,,,,,,,
ARARAT,2018,260.0,1349.0,,,,,,,,,,,,,
ARARAT,2018,275.0,1349.0,,,,,,,,,,,,,
ARARAT,2018,273.0,1349.0,,,,,,,,,,,,,
ARARAT,2019,300.0,1262.0,,,,,,,,,,,,,
ARARAT,2019,270.0,1262.0,,,,,,,,,,,,,
ARARAT,2019,270.0,1262.0,,,,,,,,,,,,,
ARARAT,2019,270.0,1262.0,,,,,,,,,,,,,
ARARAT,2020,280.0,1560.0,,,,,,,,,,,,,
ARARAT,2020,280.0,1560.0,,,,,,,,,,,,,
ARARAT,2020,290.0,1560.0,,,,,,,,,,,,,
ARARAT,2020,285.0,1560.0,,,,,,,,,,,,,
ARARAT,2021,300.0,1592.0,,,,,,,,,,,,,
ARARAT,2021,290.0,1592.0,,,,,,,,,,,,,
ARARAT,2021,300.0,1592.0,,,,,,,,,,,,,
ARARAT,2021,300.0,1592.0,,,,,,,,,,,,,
ARARAT,2022,340.0,1341.0,,,,,,,,,,,,,
ARARAT,2022,325.0,1341.0,,,,,,,,,,,,,
ARARAT,2022,335.0,1341.0,,,,,,,,,,,,,
ARARAT,2022,330.0,1341.0,,,,,,,,,,,,,
ARARAT,2023,340.0,1409.0,,,,,,,,,,,,,
ARARAT,2023,343.0,1409.0,,,,,,,,,,,,,
ARARAT,2023,355.0,1409.0,,,,,,,,,,,,,
ARARAT,2023,370.0,1409.0,,,,,,,,,,,,,
ARARAT,2024,350.0,1607.0,,,,,,,,,,,,,
ARARAT,2024,360.0,1607.0,,,,,,,,,,,,,
ARARAT,2024,390.0,1607.0,,,,,,,,,,,,,
ARARAT,2024,380.0,1607.0,,,,,,,,,,,,,
ARARAT,2025,390.0,1566.0,,,,,,,,,,,,,
ARARAT,2025,375.0,1566.0,,,,,,,,,,,,,
ARARAT,2025,390.0,1566.0,,,,,,,,,,,,,
BALLARAT,1999,130.0,,,,,,,,,,,,,,
BALLARAT,1999,130.0,,,,,,,,,,,,,,
BALLARAT,1999,135.0,,,,,,,,,,,,,,
BALLARAT,2000,135.0,,,,,,,,,,,,,,
BALLARAT,2000,135.0,,,,,,,,,,,,,,
BALLARAT,2000,140.0,,,,,,,,,,,,,,
BALLARAT,2000,140.0,,,,,,,,,,,,,,
BALLARAT,2001,140.0,,,,,,,,,,,,,,
BALLARAT,2001,140.0,,,,,,,,,,,,,,
BALLARAT,2001,150.0,,,,,,,,,,,,,,
BALLARAT,2001,150.0,,,,,,,,,,,,,,
BALLARAT,2002,150.0,,,,,,,,,,,,,,
BALLARAT,2002,160.0,,,,,,,,,,,,,,
BALLARAT,2002,160.0,,,,,,,,,,,,,,
BALLARAT,2002,160.0,,,,,,,,,,,,,,
BALLARAT,2003,160.0,,,,,,,,,,,,,,
BALLARAT,2003,165.0,,,,,,,,,,,,,,
BALLARAT,2003,165.0,,,,,,,,,,,,,,
BALLARAT,2003,170.0,,,,,,,,,,,,,,
BALLARAT,2004,175.0,,,,,,,,,,,,,,
BALLARAT,2004,170.0,,,,,,,,,,,,,,
BALLARAT,2004,170.0,,,,,,,,,,,,,,
BALLARAT,2004,175.0,,,,,,,,,,,,,,
BALLARAT,2005,180.0,,,,,,,,,,,,,,
BALLARAT,2005,180.0,,,,,,,,,,,,,,
BALLARAT,2005,180.0,,,,,,,,,,,,,,
BALLARAT,2005,180.0,,,,,,,,,,,,,,
BALLARAT,2006,185.0,,,,,,,,,,,,,,
BALLARAT,2006,180.0,,,,,,,,,,,,,,
BALLARAT,2006,180.0,,,,,,,,,,,,,,
BALLARAT,2006,190.0,,,,,,,,,,,,,,
BALLARAT,2007,190.0,,,,,,,,,,,,,,
BALLARAT,2007,190.0,,,,,,,,,,,,,,
BALLARAT,2007,190.0,,,,,,,,,,,,,,
BALLARAT,2007,197.0,,,,,,,,,,,,,,
BALLARAT,2008,200.0,,,,,,,,,,,,,,
BALLARAT,2008,210.0,,,,,,,,,,,,,,
BALLARAT,2008,210.0,,,,,,,,,,,,,,
BALLARAT,2008,220.0,,,,,,,,,,,,,,
BALLARAT,2009,220.0,,,,,,,,,,,,,,
BALLARAT,2009,220.0,,,,,,,,,,,,,,
BALLARAT,2009,220.0,,,,,,,,,,,,,,
BALLARAT,2009,230.0,,,,,,,,,,,,,,
BALLARAT,2010,230.0,,,,,,,,,,,,,,
BALLARAT,2010,235.0,,,,,,,,,,,,,,
BALLARAT,2010,240.0,,,,,,,,,,,,,,
BALLARAT,2010,240.0,,,,,,,,,,,,,,
BALLARAT,2011,250.0,,,,,,,,,,,,,,
BALLARAT,2011,250.0,,,,,,,,,,,,,,
BALLARAT,2011,250.0,,,,,,,,,,,,,,
BALLARAT,2011,260.0,,,,,,,,,,,,,,
BALLARAT,2012,260.0,,,,,,,,,,,,,,
BALLARAT,2012,255.0,,,,,,,,,,,,,,
BALLARAT,2012,260.0,,,,,,,,,,,,,,
BALLARAT,2012,265.0,,,,,,,,,,,,,,
BALLARAT,2013,260.0,,,,,,,,,,,,,,
BALLARAT,2013,265.0,,,,,,,,,,,,,,
BALLARAT,2013,260.0,,,,,,,,,,,,,,
BALLARAT,2013,260.0,,,,,,,,,,,,,,
BALLARAT,2014,270.0,,,,,,,,,,,,,,
BALLARAT,2014,270.0,,,,,,,,,,,,,,
BALLARAT,2014,270.0,,,,,,,,,,,,,,
BALLARAT,2014,270.0,,,,,,,,,,,,,,
BALLARAT,2015,270.0,,,,,,,,,,,,,,
BALLARAT,2015,265.0,,,,,,,,,,,,,,
BALLARAT,2015,270.0,,,,,,,,,,,,,,
BALLARAT,2015,270.0,,,,,,,,,,,,,,
BALLARAT,2016,270.0,12076.0,,,,,,,,,,,,,
BALLARAT,2016,265.0,12076.0,,,,,,,,,,,,,
BALLARAT,2016,270.0,12076.0,,,,,,,,,,,,,
BALLARAT,2016,280.0,12076.0,,,,,,,,,,,,,
BALLARAT,2017,280.0,11556.0,,,,,,,,,,,,,
BALLARAT,2017,280.0,11556.0,,,,,,,,,,,,,
BALLARAT,2017,280.0,11556.0,,,,,,,,,,,,,
BALLARAT,2017,290.0,11556.0,,,,,,,,,,,,,
BALLARAT,2018,290.0,10852.0,,,,,,,,,,,,,
BALLARAT,2018,295.0,10852.0,,,,,,,,,,,,,
BALLARAT,2018,300.0,10852.0,,,,,,,,,,,,,
BALLARAT,2018,300.0,10852.0,,,,,,,,,,,,,
BALLARAT,2019,310.0,11735.0,,,,,,,,,,,,,
BALLARAT,2019,310.0,11735.0,,,,,,,,,,,,,
BALLARAT,2019,320.0,11735.0,,,,,,,,,,,,,
BALLARAT,2019,320.0,11735.0,,,,,,,,,,,,,
BALLARAT,2020,330.0,9748.0,,,,,,,,,,,,,
BALLARAT,2020,320.0,9748.0,,,,,,,,,,,,,
BALLARAT,2020,330.0,9748.0,,,,,,,,,,,,,
BALLARAT,2020,340.0,9748.0,,,,,,,,,,,,,
BALLARAT,2021,350.0,10121.0,,,,,,,,,,,,,
BALLARAT,2021,350.0,10121.0,,,,,,,,,,,,,
BALLARAT,2021,350.0,10121.0,,,,,,,,,,,,,
BALLARAT,2021,360.0,10121.0,,,,,,,,,,,,,
BALLARAT,2022,370.0,10952.0,,,,,,,,,,,,,
BALLARAT,2022,370.0,10952.0,,,,,,,,,,,,,
BALLARAT,2022,380.0,10952.0,,,,,,,,,,,,,
BALLARAT,2022,388.0,10952.0,,,,,,,,,,,,,
BALLARAT,2023,385.0,11704.0,,,,,,,,,,,,,
BALLARAT,2023,390.0,11704.0,,,,,,,,,,,,,
BALLARAT,2023,400.0,11704.0,,,,,,,,,,,,,
BALLARAT,2023,410.0,11704.0,,,,,,,,,,,,,
BALLARAT,2024,420.0,13481.0,,,,,,,,,,,,,
BALLARAT,2024,420.0,13481.0,,,,,,,,,,,,,
BALLARAT,2024,420.0,13481.0,,,,,,,,,,,,,
BALLARAT,2024,420.0,13481.0,,,,,,,,,,,,,
BALLARAT,2025,420.0,14481.0,,,,,,,,,,,,,
BALLARAT,2025,415.0,14481.0,,,,,,,,,,,,,
BALLARAT,2025,420.0,14481.0,,,,,,,,,,,,,
BANYULE,1999,180.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,1999,180.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,1999,180.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2000,185.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2000,190.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2000,190.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2000,190.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2001,200.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2001,200.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2001,200.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2001,200.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2002,210.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2002,210.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2002,210.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2002,215.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2003,215.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2003,214.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2003,220.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2003,220.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2004,220.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2004,220.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2004,225.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2004,230.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2005,230.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2005,225.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2005,230.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2005,240.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2006,240.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2006,240.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2006,250.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2006,250.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2007,260.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2007,265.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2007,271.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2007,285.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2008,298.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2008,300.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2008,305.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2008,320.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2009,312.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2009,320.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2009,320.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2009,320.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2010,330.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2010,330.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2010,340.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2010,340.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2011,340.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2011,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2011,345.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2011,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2012,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2012,340.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2012,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2012,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2013,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2013,345.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2013,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2013,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2014,355.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2014,350.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2014,360.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2014,360.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2015,360.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2015,365.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2015,370.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2015,365.0,,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2016,370.0,10050.0,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2016,375.0,10050.0,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2016,380.0,10050.0,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2016,380.0,10050.0,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2017,395.0,9637.0,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2017,390.0,9637.0,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2017,400.0,9637.0,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
BANYULE,2017,410.0,9637.0,,,,,,,, 1 Flintoff Street, Greensborough VIC 3088,-37.7045,145.1036,17.51,22.0
